i,j,k,probability
12,53,13,0.24693504081027484
12,53,14,0.2510229861536022
12,53,15,0.25529806254114207
12,53,16,0.2597664430708023
12,53,17,0.26444358177489025
12,53,18,0.2693413476847112
12,53,19,0.27446694510613523
12,53,20,0.2798257346020295
12,53,21,0.2854169013973507
12,53,22,0.29125386495380534
12,53,23,0.29740417991058044
12,53,24,0.3038535405643985
12,53,25,0.31057931913265824
12,53,26,0.3175696383742088
12,53,27,0.324800865728897
12,53,28,0.33242596124861634
12,53,29,0.3407554303065604
12,53,30,0.34927548304630385
12,53,31,0.35792430980083867
12,53,32,0.36674278117803005
12,53,33,0.3758133253856266
12,53,34,0.38468556849747526
12,53,35,0.39385171371173555
12,53,36,0.4032107371385648
12,53,37,0.41285793090872125
12,53,38,0.4223310990587833
12,53,39,0.4322440863194277
12,53,40,0.44240884343683173
12,53,41,0.4526298498472616
12,53,42,0.463370328351582
12,53,43,0.47408230033954357
12,53,44,0.4849277644771208
12,53,45,0.4958723123383537
12,53,46,0.506812925465164
12,53,47,0.5177879207051682
12,53,48,0.5288188730588874
12,53,49,0.5398028923913036
12,53,50,0.5508792740066208
12,53,51,0.5619138644253998
12,53,52,0.5729731208451501
12,53,53,0.5840008346603821
12,53,54,0.5950116948411995
12,53,55,0.6068693041840522
12,53,56,0.6220010208084739
12,53,57,0.6371250652900281
12,53,58,0.6522163929536415
12,53,59,0.6667370103945112
12,53,60,0.6766757224799279
12,53,61,0.6864579015771337
12,53,62,0.6960869849383472
12,53,63,0.7055328288016114
12,53,64,0.714798298285038
12,53,65,0.7238915543958736
12,53,66,0.7328193239606386
12,53,67,0.7415607040758435
12,53,68,0.7501417384802421
12,53,69,0.7584298960141969
12,53,70,0.7665581578616695
12,53,71,0.7745531405027716
12,53,72,0.7823959368926919
12,53,73,0.789997093481087
12,53,74,0.7974443985973494
12,53,75,0.8042140231294871
12,53,76,0.8113370481312068
12,53,77,0.8184122623487488
12,53,78,0.8252066943345866
12,53,79,0.8315061474087333
12,53,80,0.8376117570030639
12,53,81,0.8418889847805827
12,53,82,0.8499403697594772
12,53,83,0.8563254570364178
12,53,84,0.8614826707443445
12,53,85,0.8656172566252182
12,53,86,0.8695121709897302
12,53,87,0.8695121709897302
12,54,0,0.20018978062937515
12,54,1,0.20242271077629642
12,54,2,0.20475859506446736
12,54,3,0.20720225068232603
12,54,4,0.20975853405487815
12,54,5,0.21243256028255147
12,54,6,0.21522981729982918
12,54,7,0.21815617594646844
12,54,8,0.2212175564118391
12,54,9,0.22442046776253405
12,54,10,0.2277702605183687
12,54,11,0.23127397466639588
12,54,12,0.2349397180506763
12,54,13,0.23877570829226094
12,54,14,0.2427887505553418
12,54,15,0.24698772862313323
12,54,16,0.25137273120193476
12,54,17,0.25596200293950644
12,54,18,0.2607701685986151
12,54,19,0.2658046920056863
12,54,20,0.27106598220219547
12,54,21,0.2765665996092761
12,54,22,0.2822720184126235
12,54,23,0.2883057990254857
12,54,24,0.29465368596119923
12,54,25,0.30127312264613204
12,54,26,0.3081343407874549
12,54,27,0.3152757228555025
12,54,28,0.32253831184541015
12,54,29,0.3308563696456316
12,54,30,0.33936044425863776
12,54,31,0.347850960899837
12,54,32,0.3564430316903442
12,54,33,0.3653866042607412
12,54,34,0.3744319035892455
12,54,35,0.3835373886628971
12,54,36,0.3926896763782275
12,54,37,0.4022708370646504
12,54,38,0.4119019324329749
12,54,39,0.42178010179648284
12,54,40,0.43196987293981515
12,54,41,0.4421364472167133
12,54,42,0.4528843701082995
12,54,43,0.4636932756149519
12,54,44,0.4745009358150637
12,54,45,0.485381265365597
12,54,46,0.4963788203160546
12,54,47,0.5073480852785903
12,54,48,0.5184027291536555
12,54,49,0.529451012048974
12,54,50,0.5405220060953486
12,54,51,0.5516242705684353
12,54,52,0.5626982211852308
12,54,53,0.5738423596236379
12,54,54,0.5849105355916212
12,54,55,0.5989849237007884
12,54,56,0.6141736923064359
12,54,57,0.6293699630497738
12,54,58,0.6444562589926452
12,54,59,0.6553429111322397
12,54,60,0.665450920516947
12,54,61,0.6754098020082051
12,54,62,0.6852225950395856
12,54,63,0.6948580871443663
12,54,64,0.7043186745401444
12,54,65,0.7136121885028893
12,54,66,0.7227450319637023
12,54,67,0.7316953378466445
12,54,68,0.7404893036421651
12,54,69,0.7489905072124524
12,54,70,0.7573347594892476
12,54,71,0.7655490144410922
12,54,72,0.7736134924549627
12,54,73,0.781435729812715
12,54,74,0.7891055948069732
12,54,75,0.7960826458108667
12,54,76,0.8034291947369647
12,54,77,0.8107317870969907
12,54,78,0.8177496021425065
12,54,79,0.8242605706617396
12,54,80,0.83057523683744
12,54,81,0.8350012938527223
12,54,82,0.8433381497299055
12,54,83,0.8499545698821169
12,54,84,0.855301825309583
12,54,85,0.8595908330517625
12,54,86,0.8636328989146189
12,54,87,0.8636328989146189
12,55,0,0.19286792192669322
12,55,1,0.19505866248308382
12,55,2,0.19735040787664387
12,55,3,0.199747869252249
12,55,4,0.20225587002841652
12,55,5,0.2048794229883515
12,55,6,0.2076238409137704
12,55,7,0.2104948512158888
12,55,8,0.21349834161453754
12,55,9,0.2166406382830042
12,55,10,0.21992742764633966
12,55,11,0.22336515867441653
12,55,12,0.2269613587694469
12,55,13,0.230724403428322
12,55,14,0.234661580676006
12,55,15,0.23878120765828684
12,55,16,0.24308589485561333
12,55,17,0.2475877449392542
12,55,18,0.25230160399962565
12,55,19,0.2572398486305325
12,55,20,0.2624042711457383
12,55,21,0.2678036567506945
12,55,22,0.2734158681247706
12,55,23,0.279312704503508
12,55,24,0.2855230029927637
12,55,25,0.2920337389333991
12,55,26,0.2987901918437299
12,55,27,0.30581218175634317
12,55,28,0.3129859727509342
12,55,29,0.3209040212678751
12,55,30,0.32929552985964006
12,55,31,0.33785460750189145
12,55,32,0.34635089921781836
12,55,33,0.3551179122297702
12,55,34,0.3639467672446215
12,55,35,0.3732127887490979
12,55,36,0.382297212965955
12,55,37,0.39178949246925776
12,55,38,0.40143485475904084
12,55,39,0.4112358665293466
12,55,40,0.42140067909599543
12,55,41,0.43187492537736205
12,55,42,0.4424898631024351
12,55,43,0.4532511825521718
12,55,44,0.46409383708576657
12,55,45,0.47494295400875863
12,55,46,0.4858973605944994
12,55,47,0.49686840956319056
12,55,48,0.5079144305083122
12,55,49,0.5190390944260186
12,55,50,0.5301215394475269
12,55,51,0.5412839379081897
12,55,52,0.552407917671372
12,55,53,0.5635681307484228
12,55,54,0.5759013553712382
12,55,55,0.5910899521075322
12,55,56,0.6063277840697281
12,55,57,0.6215188573939303
12,55,58,0.6332977196125131
12,55,59,0.643698041829761
12,55,60,0.6539672407395256
12,55,61,0.6640954122642777
12,55,62,0.6740852005409512
12,55,63,0.6839043455760363
12,55,64,0.693554767910017
12,55,65,0.7030439580454919
12,55,66,0.7123779844105577
12,55,67,0.7215340140023907
12,55,68,0.7305383761355289
12,55,69,0.73925077095741
12,55,70,0.7478097815565046
12,55,71,0.7562426830610198
12,55,72,0.7645288118979396
12,55,73,0.7725726681416059
12,55,74,0.780466178327786
12,55,75,0.7876521346760992
12,55,76,0.7952242829840614
12,55,77,0.8027568554582003
12,55,78,0.8100010717119173
12,55,79,0.8167268191239279
12,55,80,0.8232541412761636
12,55,81,0.8278318096306783
12,55,82,0.8364599675182819
12,55,83,0.8433129076579406
12,55,84,0.8488547653665233
12,55,85,0.8533020945144066
12,55,86,0.8575583534489143
12,55,87,0.8575583534489143
12,56,0,0.18565784911982747
12,56,1,0.18780561120527206
12,56,2,0.19005239454789064
12,56,3,0.19240279764032198
12,56,4,0.19486160142414433
12,56,5,0.19743370476869626
12,56,6,0.20012430920654883
12,56,7,0.2029389670620177
12,56,8,0.20588349769753903
12,56,9,0.20896401998028363
12,56,10,0.21218652747321654
12,56,11,0.21555692927550796
12,56,12,0.2190825936908313
12,56,13,0.2227714448321379
12,56,14,0.22663120379522234
12,56,15,0.23066966117153093
12,56,16,0.23489197423494945
12,56,17,0.23930500450662529
12,56,18,0.24392543132615088
12,56,19,0.24876431064536966
12,56,20,0.2538282149520268
12,56,21,0.259122718494847
12,56,22,0.2646388828891725
12,56,23,0.2704036129594163
12,56,24,0.2764868715649854
12,56,25,0.2828614908706554
12,56,26,0.28950614433503485
12,56,27,0.2964059041484518
12,56,28,0.30350059932854745
12,56,29,0.3110752519955253
12,56,30,0.3193610425031571
12,56,31,0.32775386017412467
12,56,32,0.3362738249197217
12,56,33,0.3448991582241949
12,56,34,0.35364342308993424
12,56,35,0.36277351234710986
12,56,36,0.371954338183094
12,56,37,0.38126148066561694
12,56,38,0.39085096490572635
12,56,39,0.40091118550482496
12,56,40,0.4110318022582786
12,56,41,0.4215687711331376
12,56,42,0.4321647577155534
12,56,43,0.4428283396132582
12,56,44,0.4536381368775185
12,56,45,0.46448616647462526
12,56,46,0.47540955206573765
12,56,47,0.48643225664848744
12,56,48,0.4974284295352447
12,56,49,0.5085253573694899
12,56,50,0.5196565256251041
12,56,51,0.5308312347967485
12,56,52,0.5420472522945721
12,56,53,0.5532728697354043
12,56,54,0.5678808398225552
12,56,55,0.5830970836552465
12,56,56,0.5983519987683446
12,56,57,0.6106025095747689
12,56,58,0.6212629670520691
12,56,59,0.631806170692724
12,56,60,0.6422276128707799
12,56,61,0.6525168190742814
12,56,62,0.6626760448359428
12,56,63,0.6726720108111992
12,56,64,0.6825061590278596
12,56,65,0.6921856313922357
12,56,66,0.7017161543315016
12,56,67,0.7110739324777755
12,56,68,0.7202854059418085
12,56,69,0.7292064246887624
12,56,70,0.7379782772685862
12,56,71,0.7466285438395519
12,56,72,0.7551356692709625
12,56,73,0.7634011000537899
12,56,74,0.7715187937595203
12,56,75,0.7789146599195296
12,56,76,0.7867140099002824
12,56,77,0.7944787234907772
12,56,78,0.8019519653894472
12,56,79,0.8088954183472099
12,56,80,0.8156386973286938
12,56,81,0.8203705673573408
12,56,82,0.8292955388084394
12,56,83,0.8363899735804181
12,56,84,0.8421308506942026
12,56,85,0.846740304887843
12,56,86,0.8565120479098797
12,56,87,0.8565120479098797
12,57,0,0.17865059024347066
12,57,1,0.18075307213515748
12,57,2,0.18295248232243222
12,57,3,0.18525330776573778
12,57,4,0.18766025612082363
12,57,5,0.19017814108095765
12,57,6,0.1928120435913713
12,57,7,0.19556737367453514
12,57,8,0.19844976889142973
12,57,9,0.20146520878276292
12,57,10,0.2046198312136499
12,57,11,0.20791935335445536
12,57,12,0.21137078873932874
12,57,13,0.21498174939277903
12,57,14,0.21875958008658547
12,57,15,0.22271247056417853
12,57,16,0.22684708794246458
12,57,17,0.2311679215870548
12,57,18,0.23569036170456806
12,57,19,0.24042534401005033
12,57,20,0.24537945473004774
12,57,21,0.25056443081113366
12,57,22,0.25597562586056455
12,57,23,0.26161536357582316
12,57,24,0.26755998471593573
12,57,25,0.27378934856718473
12,57,26,0.28028909513575306
12,57,27,0.2870854823513268
12,57,28,0.2940825338800316
12,57,29,0.30139841100778353
12,57,30,0.30945707539560297
12,57,31,0.31766527826738666
12,57,32,0.3260839617692841
12,57,33,0.33486085717886593
12,57,34,0.34338072019959576
12,57,35,0.3522921553629237
12,57,36,0.3614625750691025
12,57,37,0.37094388081755447
12,57,38,0.3804351785664255
12,57,39,0.3905600446923615
12,57,40,0.40083193916587856
12,57,41,0.4112742628985674
12,57,42,0.4218694099113257
12,57,43,0.4324702155921164
12,57,44,0.44320277741069514
12,57,45,0.4540337471645989
12,57,46,0.4649007778373335
12,57,47,0.4759033488283574
12,57,48,0.4869377310578029
12,57,49,0.49802064217372943
12,57,50,0.5091910068387608
12,57,51,0.5203323596597988
12,57,52,0.5315819146466828
12,57,53,0.5447234044439269
12,57,54,0.5598635379596067
12,57,55,0.5750162585934203
12,57,56,0.5873329702135124
12,57,57,0.5982137038717054
12,57,58,0.6089961386719328
12,57,59,0.6196717730821668
12,57,60,0.6302356628962806
12,57,61,0.6406767891551076
12,57,62,0.6509970298740873
12,57,63,0.66116212188881
12,57,64,0.6711730301564502
12,57,65,0.6810365437199043
12,57,66,0.6907580429659944
12,57,67,0.7003127795341113
12,57,68,0.7097272844927386
12,57,69,0.7188536006063659
12,57,70,0.7278356458211755
12,57,71,0.7367012896271912
12,57,72,0.7454280820425665
12,57,73,0.7539144082862606
12,57,74,0.7622562240843015
12,57,75,0.769862481055922
12,57,76,0.7778901093517728
12,57,77,0.7858886313794847
12,57,78,0.7935930787758533
12,57,79,0.8007567800168259
12,57,80,0.8077189727575147
12,57,81,0.8126074115426589
12,57,82,0.8218343303163627
12,57,83,0.8291749770277694
12,57,84,0.8351191120905788
12,57,85,0.8398943717375518
12,57,86,0.8555078851700624
12,57,87,0.8555078851700624
12,58,0,0.17175553770489485
12,58,1,0.17381217223371742
12,58,2,0.1759636279739947
12,58,3,0.1782142744097435
12,58,4,0.18056874193129074
12,58,5,0.1830317287918724
12,58,6,0.18560819764154748
12,58,7,0.18830343515011885
12,58,8,0.19112300885470251
12,58,9,0.19407262054918362
12,58,10,0.19715853392466456
12,58,11,0.2003861188086566
12,58,12,0.20376224825189526
12,58,13,0.2072944339099953
12,58,14,0.21099006278069354
12,58,15,0.21485620409565337
12,58,16,0.2189015990657796
12,58,17,0.22312775756020187
12,58,18,0.22755121057389807
12,58,19,0.23218317673408898
12,58,20,0.23702997732476044
12,58,21,0.2420984469603124
12,58,22,0.2474001273860812
12,58,23,0.25290816154557016
12,58,24,0.2587238948217234
12,58,25,0.26482177429265985
12,58,26,0.2711792505098133
12,58,27,0.27781094520370586
12,58,28,0.28471824410729496
12,58,29,0.2917720997842148
12,58,30,0.29971617395814176
12,58,31,0.30776652734823307
12,58,32,0.3159558025036978
12,58,33,0.3245084122712194
12,58,34,0.3332158932271415
12,58,35,0.34203930801945204
12,58,36,0.35107591789118797
12,58,37,0.36067802993040043
12,58,38,0.37033737747428086
12,58,39,0.38048947067419703
12,58,40,0.3907277043458892
12,58,41,0.4010590463259911
12,58,42,0.41153910578595876
12,58,43,0.4221233095576129
12,58,44,0.43279285799920286
12,58,45,0.4435981650746691
12,58,46,0.45443482282725745
12,58,47,0.4653589337293409
12,58,48,0.4764105970383943
12,58,49,0.48747194059168786
12,58,50,0.49864672402205623
12,58,51,0.5098353544235257
12,58,52,0.5216117640518775
12,58,53,0.536620710869835
12,58,54,0.5516481926235544
12,58,55,0.5635770882470992
12,58,56,0.5746314511287433
12,58,57,0.5856107965011557
12,58,58,0.5965033184717861
12,58,59,0.6073000979898905
12,58,60,0.6179957834923377
12,58,61,0.6285788431992033
12,58,62,0.6390507932693755
12,58,63,0.6493764299190309
12,58,64,0.6595562470601639
12,58,65,0.6695966804802881
12,58,66,0.6795027642791207
12,58,67,0.6892488127708508
12,58,68,0.6988614296230786
12,58,69,0.7081889100278083
12,58,70,0.7173777156397643
12,58,71,0.7264559902551112
12,58,72,0.7354003905829457
12,58,73,0.7441062436492869
12,58,74,0.7526714646009536
12,58,75,0.7604880177290823
12,58,76,0.7687444191479007
12,58,77,0.7769778664505348
12,58,78,0.7849151994419401
12,58,79,0.7923012563711682
12,58,80,0.799484926065868
12,58,81,0.8045320426993028
12,58,82,0.8140656001043838
12,58,83,0.8216568685151904
12,58,84,0.8278082819011616
12,58,85,0.8327528732111608
12,58,86,0.8545244426707788
12,58,87,0.8545244426707788
12,59,0,0.16496504664992861
12,59,1,0.16697525044338563
12,59,2,0.1690781291928021
12,59,3,0.17127796575298163
12,59,4,0.1735792404142738
12,59,5,0.17598663049158517
12,59,6,0.17850494678748458
12,59,7,0.18113935195573405
12,59,8,0.18389523825173693
12,59,9,0.18677825977767407
12,59,10,0.18979427846178135
12,59,11,0.19294928725385344
12,59,12,0.19624924973368602
12,59,13,0.19970166926385463
12,59,14,0.2033135775563938
12,59,15,0.20709240762022596
12,59,16,0.2110453993616822
12,59,17,0.21517930248899866
12,59,18,0.21950144414578324
12,59,19,0.22402809474047986
12,59,20,0.22876385737874544
12,59,21,0.23371837974853826
12,59,22,0.23889725294268832
12,59,23,0.24430486291087156
12,59,24,0.24996094468456626
12,59,25,0.2559237609510092
12,59,26,0.2621329555831918
12,59,27,0.26862438716970216
12,59,28,0.27537810208315794
12,59,29,0.28240660447559207
12,59,30,0.2898602516097636
12,59,31,0.2979098531908819
12,59,32,0.30587955497665553
12,59,33,0.31432669162785876
12,59,34,0.3229288939331787
12,59,35,0.33203126583588494
12,59,36,0.34103162706221335
12,59,37,0.3506341793542411
12,59,38,0.3604749967161007
12,59,39,0.37048080795372473
12,59,40,0.38066509445038
12,59,41,0.3909045233995809
12,59,42,0.4012986074079964
12,59,43,0.41183980427673805
12,59,44,0.422396588505384
12,59,45,0.4331325421148001
12,59,46,0.4439810488110789
12,59,47,0.4548582090940049
12,59,48,0.4658677617364281
12,59,49,0.4769127692452708
12,59,50,0.48803731086109825
12,59,51,0.49932555707631576
12,59,52,0.5135405623361814
12,59,53,0.5281316513786083
12,59,54,0.5394335528492074
12,59,55,0.5506093211022383
12,59,56,0.5617367184467414
12,59,57,0.5728014570280605
12,59,58,0.5837913778884266
12,59,59,0.5946971861495361
12,59,60,0.6055131572043174
12,59,61,0.6162272837904632
12,59,62,0.6268407405747072
12,59,63,0.6373174342688241
12,59,64,0.6476573986238461
12,59,65,0.6578667199413102
12,59,66,0.6679500898908803
12,59,67,0.6778809078860274
12,59,68,0.6876858336003018
12,59,69,0.6972094921132516
12,59,70,0.7066007932515268
12,59,71,0.7158881410122375
12,59,72,0.7250473057163456
12,59,73,0.733970571162559
12,59,74,0.7427577671700214
12,59,75,0.7507838918034311
12,59,76,0.7592689204224194
12,59,77,0.7677377994158214
12,59,78,0.7759091397538562
12,59,79,0.7835191695144087
12,59,80,0.7909264321061049
12,59,81,0.7961340401897841
12,59,82,0.8059784148875566
12,59,83,0.8138243523206176
12,59,84,0.8201868027044334
12,59,85,0.8291539881992689
12,59,86,0.8535605613156412
12,59,87,0.8535605613156412
12,60,0,0.15795380085064165
12,60,1,0.1599237545020401
12,60,2,0.16198452459824722
12,60,3,0.16414030087097214
12,60,4,0.16639546996191512
12,60,5,0.16875461455875473
12,60,6,0.17122255385847257
12,60,7,0.17380424650778398
12,60,8,0.17650492144939714
12,60,9,0.17933012759951
12,60,10,0.1822856291056894
12,60,11,0.1853774214409232
12,60,12,0.18861188230736947
12,60,13,0.19199507734655769
12,60,14,0.19553417725063907
12,60,15,0.19923686600800253
12,60,16,0.2031104304795917
12,60,17,0.207162636320826
12,60,18,0.21140184254575933
12,60,19,0.21583334748729638
12,60,20,0.22047146543502644
12,60,21,0.22532656302642212
12,60,22,0.23040402315216496
12,60,23,0.23571507759631483
12,60,24,0.2412685848297087
12,60,25,0.24706049509250666
12,60,26,0.2531552707211937
12,60,27,0.25953460870299594
12,60,28,0.2661798383490853
12,60,29,0.2731349114950886
12,60,30,0.2803815384422392
12,60,31,0.28790673239438813
12,60,32,0.29610326247832974
12,60,33,0.3044558662043828
12,60,34,0.3130062893484151
12,60,35,0.32211197728006113
12,60,36,0.33138649388257846
12,60,37,0.34094508911163257
12,60,38,0.3506900417853702
12,60,39,0.3605838143979201
12,60,40,0.370646402319326
12,60,41,0.3807999369077454
12,60,42,0.3910897664123224
12,60,43,0.40155009145277554
12,60,44,0.41208771174668324
12,60,45,0.42271838254292327
12,60,46,0.43349888411770854
12,60,47,0.444343037379764
12,60,48,0.45530560651831453
12,60,49,0.46638009357855204
12,60,50,0.47746478211668264
12,60,51,0.4906093913122709
12,60,52,0.5037388138372307
12,60,53,0.5150020762658584
12,60,54,0.5262502364593661
12,60,55,0.5374716096718111
12,60,56,0.5486576535220504
12,60,57,0.559793830403363
12,60,58,0.570867681827071
12,60,59,0.5818695838176848
12,60,60,0.5927934780498593
12,60,61,0.6036269248203759
12,60,62,0.6143707824320456
12,60,63,0.6249881272783514
12,60,64,0.6354785489087833
12,60,65,0.645847792310283
12,60,66,0.6561002149539137
12,60,67,0.6662083309420639
12,60,68,0.6761988414008233
12,60,69,0.6859127976645961
12,60,70,0.6955014521997425
12,60,71,0.7049934562738356
12,60,72,0.7143637066474482
12,60,73,0.7235014718230557
12,60,74,0.7325084454264259
12,60,75,0.7407427354300804
12,60,76,0.749455548416558
12,60,77,0.7581596975703289
12,60,78,0.7665655521319618
12,60,79,0.7744006283744196
12,60,80,0.7820331005047924
12,60,81,0.7874026815839288
12,60,82,0.7975614709629357
12,60,83,0.8056657085246417
12,60,84,0.8122426501884098
12,60,85,0.8279604830970723
12,60,86,0.8525375569416008
12,60,87,0.8525375569416008
12,61,0,0.15140079281455887
12,61,1,0.15333259054081652
12,61,2,0.155353452235539
12,61,3,0.15746748292458673
12,61,4,0.1596789740879757
12,61,5,0.16199242237480788
12,61,6,0.1644125225000021
12,61,7,0.16694423859327334
12,61,8,0.16959265309311305
12,61,9,0.17236315822245465
12,61,10,0.17526136935533979
12,61,11,0.17829321222120598
12,61,12,0.18146483934465651
12,61,13,0.18478294965297914
12,61,14,0.18825364522170357
12,61,15,0.19188440013159316
12,61,16,0.1956824790187578
12,61,17,0.1996558965401432
12,61,18,0.20381271239396137
12,61,19,0.20816230707196728
12,61,20,0.21270857354398323
12,61,21,0.2174670084782997
12,61,22,0.22244436986362986
12,61,23,0.2276532175228292
12,61,24,0.23310320219514113
12,61,25,0.23880614161234126
12,61,26,0.2447446073089839
12,61,27,0.25099497947094396
12,61,28,0.25751738583703154
12,61,29,0.2643562881509206
12,61,30,0.27150604964488967
12,61,31,0.27896224381110524
12,61,32,0.2866257736423724
12,61,33,0.29501961882706096
12,61,34,0.30349072635256646
12,61,35,0.3125394635176284
12,61,36,0.32186081276303413
12,61,37,0.3313629386326473
12,61,38,0.34100079779120795
12,61,39,0.35074732542744314
12,61,40,0.3606970305417032
12,61,41,0.37080323413663674
12,61,42,0.3809646524300637
12,61,43,0.39129143999365
12,61,44,0.4017960507861933
12,61,45,0.4123488323590101
12,61,46,0.42305795802039137
12,61,47,0.4338738193568912
12,61,48,0.4447413827016403
12,61,49,0.45577910404305855
12,61,50,0.46769699853385416
12,61,51,0.47913390930925803
12,61,52,0.49039125231186476
12,61,53,0.5016577587937223
12,61,54,0.5129226985062474
12,61,55,0.5241743185332348
12,61,56,0.5354039657359078
12,61,57,0.5465969163540683
12,61,58,0.5577404705102538
12,61,59,0.5688247266796038
12,61,60,0.5798433370116491
12,61,61,0.5907834780406818
12,61,62,0.6016457215910077
12,61,63,0.6123923811079186
12,61,64,0.6230226231449713
12,61,65,0.6335418641527213
12,61,66,0.6439541402488602
12,61,67,0.6542311173728058
12,61,68,0.6643995258416704
12,61,69,0.6742969596665362
12,61,70,0.6840768982261909
12,61,71,0.6937682285436038
12,61,72,0.7033449931060417
12,61,73,0.7126934872093416
12,61,74,0.7219172111561916
12,61,75,0.7303575192084872
12,61,76,0.7392965112292629
12,61,77,0.7482350334095336
12,61,78,0.7568752272015781
12,61,79,0.7649358165101079
12,61,80,0.772794552866724
12,61,81,0.7783272121025612
12,61,82,0.7888033483258095
12,61,83,0.7971690343317329
12,61,84,0.8039635637482816
12,61,85,0.8268472033145058
12,61,86,0.8515833171266953
12,61,87,0.8515833171266953
12,62,0,0.14509034700290951
12,62,1,0.14698614421870965
12,62,2,0.1489693526301345
12,62,3,0.15104400001032028
12,62,4,0.15321429102847847
12,62,5,0.15548462677385308
12,62,6,0.15785963250143362
12,62,7,0.1603441359250145
12,62,8,0.1629432504789503
12,62,9,0.16566217530967614
12,62,10,0.16850637288288728
12,62,11,0.17148164697376958
12,62,12,0.1745941702905886
12,62,13,0.17785027102052856
12,62,14,0.18125686263338572
12,62,15,0.18481992186733823
12,62,16,0.18854683241313763
12,62,17,0.19244581483598994
12,62,18,0.1965254109215501
12,62,19,0.20079346701313244
12,62,20,0.20525947154458626
12,62,21,0.20992518781696035
12,62,22,0.2148072781109236
12,62,23,0.21991930545880833
12,62,24,0.22527104352659866
12,62,25,0.23086780809418284
12,62,26,0.2367212150057803
12,62,27,0.24280157574531835
12,62,28,0.24921184722289927
12,62,29,0.2559432076140521
12,62,30,0.26297823650080665
12,62,31,0.27030180241136664
12,62,32,0.27792201721502546
12,62,33,0.28569401166073294
12,62,34,0.29440483648059823
12,62,35,0.3033663988466636
12,62,36,0.31251197573049194
12,62,37,0.32186341267962737
12,62,38,0.3314153004835294
12,62,39,0.34103680315859763
12,62,40,0.350828429023754
12,62,41,0.36081377809309956
12,62,42,0.3709090581855551
12,62,43,0.38113616845115406
12,62,44,0.3915338457077078
12,62,45,0.4020043663631071
12,62,46,0.41262484634788343
12,62,47,0.42341672794510954
12,62,48,0.4342375395325291
12,62,49,0.44353217204973117
12,62,50,0.4545154592512466
12,62,51,0.465711791278135
12,62,52,0.4769425404353389
12,62,53,0.48819606300534857
12,62,54,0.49946168059446716
12,62,55,0.5107276375157526
12,62,56,0.5219852301506924
12,62,57,0.5332196159449558
12,62,58,0.5444179159731077
12,62,59,0.5555700072027226
12,62,60,0.5666693010807529
12,62,61,0.5777026445076097
12,62,62,0.5886703573838639
12,62,63,0.5995340657270907
12,62,64,0.6102925396263874
12,62,65,0.6209508845073259
12,62,66,0.6315128327597785
12,62,67,0.6419492471483417
12,62,68,0.6522868774367154
12,62,69,0.6623599976407383
12,62,70,0.6723241881027943
12,62,71,0.6822085617460283
12,62,72,0.6919863330128396
12,62,73,0.7015408812370321
12,62,74,0.7109774499953163
12,62,75,0.7196208406729688
12,62,76,0.7287835918736952
12,62,77,0.7379548002854164
12,62,78,0.7468284226316055
12,62,79,0.7551143332933052
12,62,80,0.7631997760483686
12,62,81,0.7688962064479345
12,62,82,0.7796918888358937
12,62,83,0.7883216354443179
12,62,84,0.8008822620098984
12,62,85,0.8257719792585726
12,62,86,0.8506616965072468
12,62,87,0.8506616965072468
12,63,0,0.13909752951897875
12,63,1,0.14095648717610468
12,63,2,0.14290115480845625
12,63,3,0.14493548637510092
12,63,4,0.1470636053213792
12,63,5,0.14928982554086775
12,63,6,0.151618677309726
12,63,7,0.15405490075124384
12,63,8,0.15660349216924213
12,63,9,0.15926959472128113
12,63,10,0.1620585392185729
12,63,11,0.16497599862669354
12,63,12,0.16802801136442796
12,63,13,0.1712208328183868
12,63,14,0.17456114322930152
12,63,15,0.17805515453085552
12,63,16,0.1817096656104888
12,63,17,0.18553276781318942
12,63,18,0.18953290924482208
12,63,19,0.1937180719531002
12,63,20,0.19809701699635562
12,63,21,0.20267373341995826
12,63,22,0.2074598342910045
12,63,23,0.21247152246101458
12,63,24,0.21771892054289277
12,63,25,0.22320799324612964
12,63,26,0.22894740367944502
12,63,27,0.23492013283338886
12,63,28,0.24118812768654901
12,63,29,0.24778904956279815
12,63,30,0.2546923817375491
12,63,31,0.2618818398994338
12,63,32,0.26935659543319646
12,63,33,0.27702450261406075
12,63,34,0.2853970186730804
12,63,35,0.2942979129985076
12,63,36,0.30330183295023283
12,63,37,0.31249334440677135
12,63,38,0.32187303581680893
12,63,39,0.3314044617717581
12,63,40,0.3410724381348732
12,63,41,0.35092309027915536
12,63,42,0.3609204997037765
12,63,43,0.37101953551619604
12,63,44,0.3813167266443602
12,63,45,0.39175349365356116
12,63,46,0.4022586987231065
12,63,47,0.41286201551983637
12,63,48,0.4205241753940532
12,63,49,0.4299976889458398
12,63,50,0.4410782324221719
12,63,51,0.45221796942317494
12,63,52,0.4634055386348841
12,63,53,0.4746294873774478
12,63,54,0.48587924640882607
12,63,55,0.49714312464554267
12,63,56,0.5084124306045005
12,63,57,0.5196722735093212
12,63,58,0.5309096614674986
12,63,59,0.5421143101045217
12,63,60,0.5532794433247589
12,63,61,0.5643916377464546
12,63,62,0.5754510004347057
12,63,63,0.5864185536098061
12,63,64,0.5972927028107806
12,63,65,0.608078264783217
12,63,66,0.618778690739384
12,63,67,0.6293640934141717
12,63,68,0.6398612349748238
